OS,Device status,Name,Client security status,Patch status,Available patches count,Customer,Device Group,Last logged in user,Owner,Last Activity,OS name,OS version,CCS version,CCC version,External IP,Internal IP,AD\LDAP,Domain\Workgroup,Model,Processor,Serial Number,System Model,System Manufacturer,Ownership Type,Registered,Local Time Zone,Service Pack,Reboot Time,Reboot Reason,CPU usage - %,CPU frequency,RAM usage - %,RAM usage - MB,Total RAM,Network Usage,Disk free - GB,Disk used - GB,Security Profiles,Tags,Notes
Windows,Online,Yufu_Kuo,安全,提供非關鍵修補程式,3,Default Customer,Default Group - Default Customer,OTSUKATW\yufu_kuo,ethan,2023/10/27 11:02:00 AM,Microsoft Windows 11 專業版 (x64),10.0.22621,12.10.0.8697,7.3.44980.22120,61.216.145.10,192.168.50.26,192.168.111.2,otsukatw.corp,Latitude 5430,12th Gen Intel(R) Core(TM) i5-1235U,D7443T3,Latitude 5430,Dell Inc.,未指定,2023/10/24 12:16:37 PM,UTC +08:00,N/A,2023/10/24 03:22:25 PM,The process C:\Windows\System32\RuntimeBroker.exe (YUFU_KUO) has initiated the 重新啟動 of computer YUFU_KUO on behalf of user OTSUKATW\yufu_kuo for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 重新啟動.  Comment: .,4,1300,37.97,6101,16068,"Intel(R) Ethernet Connection (16) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:233.7|D:90.4,C:53.9|D:109.6,otsuka_no_fw,,
Windows,Offline,Guangbin_Jiang,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Guangbin_Jiang,ethan,2023/10/25 04:27:36 PM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.2.46842.23060,60.250.52.83,192.168.50.185,192.168.1.20,otsukatw.corp,Latitude 7480,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,BP5VJM2,Latitude 7480,Dell Inc.,未指定,2023/10/17 11:12:34 AM,UTC +08:00,N/A,2023/10/23 04:28:06 PM,The process C:\WINDOWS\system32\winlogon.exe (GUANGBIN_JIANG) has initiated the 關機 of computer GUANGBIN_JIANG on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,53,2400,28.17,2268,8052,"Intel(R) Ethernet Connection (4) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Dual Band Wireless-AC 8265 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:174.6,C:68.9,otsuka_no_fw,,
Windows,Online,Jesse_Yang,安全,提供非關鍵修補程式,2,Default Customer,Default Group - Default Customer,OTSUKATW\Jesse_Yang,ethan,2023/10/27 10:59:23 AM,Microsoft Windows 11 專業版 (x64),10.0.22621,12.10.0.8697,7.3.44980.22120,61.216.145.10,192.168.5.95,192.168.1.20,otsukatw.corp,Latitude 5440,13th Gen Intel(R) Core(TM) i5-1335U,G18R8Y3,Latitude 5440,Dell Inc.,未指定,2023/10/16 01:39:15 PM,UTC +08:00,N/A,2023/10/16 01:43:01 PM,The process C:\Program Files\COMODO\COMODO Internet Security\cmdagent.exe (JESSE_YANG) has initiated the 重新啟動 of computer JESSE_YANG on behalf of user NT AUTHORITY\SYSTEM for the following reason: 應用程式: 維護 (計畫之中).  Reason Code: 0x80040001.  Shutdown Type: 重新啟動.  Comment: .,12,1300,35.57,5715,16068,"Intel(R) Ethernet Connection (23) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:158.3|D:237.1,C:77|D:12.9,otsuka_no_fw,,
Windows,Offline,Justin_Wu,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\Justin_Wu,ethan,2023/10/25 10:47:15 PM,Microsoft Windows 11 專業版 (x64),10.0.22621,12.10.0.8697,7.3.44980.22120,61.216.145.10,192.168.0.178,192.168.111.2,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,4ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,未指定,2023/10/12 10:49:31 AM,UTC +08:00,N/A,2023/10/12 11:10:35 AM,The process C:\Program Files (x86)\COMODO\Endpoint Manager\ITSMService.exe (JUSTIN_WU) has initiated the 重新啟動 of computer JUSTIN_WU on behalf of user NT AUTHORITY\SYSTEM for the following reason: 應用程式: 維護 (計畫之中).  Reason Code: 0x80040001.  Shutdown Type: 重新啟動.  Comment: .,12,1800,46.8,3735,7980,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:197.1,C:46.2,otsuka_no_fw,,
Windows,Online,NB_HugoChuang,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\hugochuang,ethan,2023/10/27 11:01:54 AM,Microsoft Windows 11 專業版 (x64),10.0.22621,12.10.0.8697,8.2.46842.23060,124.218.195.139,192.168.18.8,192.168.1.10,otsukatw.corp,Latitude 5440,13th Gen Intel(R) Core(TM) i5-1335U,D0ZNGY3,Latitude 5440,Dell Inc.,未指定,2023/10/06 02:39:58 PM,UTC +08:00,N/A,N/A,N/A,12,1300,62.49,10041,16068,"Intel(R) Ethernet Connection (23) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:117|D:196.9,C:168.3|D:3.1,otsuka_no_fw,,
Windows,Online,Sonia_Wang,安全,提供非關鍵修補程式,2,Default Customer,Default Group - Default Customer,OTSUKATW\Sonia_Wang,ethan,2023/10/27 10:59:25 AM,Microsoft Windows 11 專業版 (x64),10.0.22621,12.10.0.8697,8.2.46842.23060,60.250.52.83,192.168.121.109,192.168.1.10,otsukatw.corp,Latitude 5440,13th Gen Intel(R) Core(TM) i5-1335U,19HQ8Y3,Latitude 5440,Dell Inc.,未指定,2023/10/02 05:51:20 PM,UTC +08:00,N/A,2023/10/19 05:35:32 PM,The process C:\Windows\system32\winlogon.exe (SONIA_WANG) has initiated the 關機 of computer SONIA_WANG on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,4,1300,63.13,10144,16068,"Intel(R) Ethernet Connection (23) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:142.1|D:203.5,C:93.2|D:46.5,otsuka_no_fw,,
Windows,Online,Ryan_Lai,安全,提供非關鍵修補程式,2,Default Customer,Default Group - Default Customer,OTSUKATW\Ryan_Lai,ethan,2023/10/27 11:00:44 AM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.2.46842.23060,49.217.237.221,"10.30.30.2,192.168.231.213",192.168.111.2,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,未指定,2023/09/19 12:18:46 PM,UTC +08:00,N/A,2023/10/25 05:27:39 PM,The process C:\Windows\System32\RuntimeBroker.exe (RYAN_LAI) has initiated the 電源關閉 of computer RYAN_LAI on behalf of user OTSUKATW\Ryan_Lai for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,13,1800,51.77,4131,7980,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:115.2|D:70.4,C:52.2|D:3.5,otsuka_no_fw,,
Windows,Online,Yvonne_Chiu,安全,提供非關鍵修補程式,2,Default Customer,Default Group - Default Customer,OTSUKATW\Yvonne_Chiu,ethan,2023/10/27 10:53:28 AM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.2.46842.23060,61.216.145.10,192.168.5.64,192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,2594YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2023/09/18 10:59:44 AM,UTC +08:00,N/A,2023/10/26 11:25:05 PM,The process C:\Windows\System32\RuntimeBroker.exe (YVONNE_CHIU) has initiated the 電源關閉 of computer YVONNE_CHIU on behalf of user OTSUKATW\Yvonne_Chiu for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,35,2208,24.39,3918,16067,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:0.9|D:333.9,C:129.6|D:21.1,otsuka_no_fw,,
Windows,Offline,NB_Daniel_Liao,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Yihsien_Chen,ethan,2023/10/26 03:42:10 PM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,7.3.44980.22120,60.250.52.83,192.168.121.51,192.168.1.20,otsukatw.corp,Latitude 7390 2-in-1,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz,3S8YYW2,Latitude 7390 2-in-1,Dell Inc.,未指定,2023/09/14 10:28:29 AM,UTC +08:00,N/A,2023/10/19 04:17:10 PM,The process C:\Windows\System32\RuntimeBroker.exe (NB_DANIEL_LIAO) has initiated the 電源關閉 of computer NB_DANIEL_LIAO on behalf of user OTSUKATW\Daniel_Liao for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,92,1896,44.87,3621,8070,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Dual Band Wireless-AC 8265 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:64.2|D:113.6,C:59.3|D:6.4,otsuka_no_fw,,
Windows,Offline,NB_Yolanda,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Yolanda_Lee,ethan,2023/10/27 09:15:33 AM,Microsoft Windows 10 專業版 (x64),10.0.19045,12.10.0.8697,8.2.46842.23060,61.216.145.10,192.168.5.131,192.168.111.2,otsukatw.corp,Latitude 7430,12th Gen Intel(R) Core(TM) i5-1245U,8V6ZKN3,Latitude 7430,Dell Inc.,未指定,2023/09/13 11:52:18 AM,UTC +08:00,N/A,2023/10/24 04:57:38 PM,‎2023/‎10/‎24 上 下午 04:54:25 的系統上次發生意外的關機。.,22,1600,26.32,4162,15811,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Wi-Fi 6E AX211 160MHz - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:72.7|D:94.1,C:70.8|D:5.9,otsuka_no_fw,,
